Level,Unit_name,Unit_Description,Content_Type,Content_Name,Unit_Sub_Unit_name,Unit_Sub_Unit_url
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Time word problem: travel time,Converting units of time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-time/v/time-unit-conversion
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Time word problem: Susan's break,Converting units of time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-time/v/time-unit-conversion
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,"Converting units of time review (seconds, minutes, & hours)",Converting units of time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-time/v/time-unit-conversion
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,"Convert to smaller units (sec, min, & hr)",Converting units of time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-time/v/time-unit-conversion
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Time conversion word problems,Converting units of time,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-converting-units-of-time/v/time-unit-conversion
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Word problem: making change,Money word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-money-word-problems/v/change-from-buying-apples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Currency conversion word problem,Money word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-money-word-problems/v/change-from-buying-apples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Convert money word problems,Money word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-money-word-problems/v/change-from-buying-apples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Multi-step unit conversion examples (metric),Conversion word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-conversion-word-problems/v/metric-system-unit-conversion-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Video,Multi-step unit conversion examples (U.S. Customary),Conversion word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-conversion-word-problems/v/metric-system-unit-conversion-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,Metric conversions word problems,Conversion word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-conversion-word-problems/v/metric-system-unit-conversion-examples
Fourth Grade,Unit 14: Units of measurement,"Did you know units of measurement are all around us? From how much milk is in your cereal bowl to how far you run in gym class, these measurements help us make sense of the world. In this unit, you'll learn how to estimate and convert measurements for mass, volume, and length.",Lesson,US customary conversion word problems,Conversion word problems,https://www.khanacademy.org/math/cc-fourth-grade-math/imp-measurement-and-data-2/imp-conversion-word-problems/v/metric-system-unit-conversion-examples
Fifth Grade,Unit 1: Decimal place value,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number.",Video,Place value with decimals,Decimal place value intro,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-place-value-and-decimals/imp-decimal-place-value-intro/v/place-value-with-decimals
Fifth Grade,Unit 1: Decimal place value,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number.",Video,Decimal place value review,Decimal place value intro,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-place-value-and-decimals/imp-decimal-place-value-intro/v/place-value-with-decimals
Fifth Grade,Unit 1: Decimal place value,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number.",Lesson,Place value names,Decimal place value intro,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-place-value-and-decimals/imp-decimal-place-value-intro/v/place-value-with-decimals
Fifth Grade,Unit 1: Decimal place value,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number.",Lesson,Value of a digit,Decimal place value intro,https://www.khanacademy.org/math/cc-fifth-grade-math/imp-place-value-and-decimals/imp-decimal-place-value-intro/v/place-value-with-decimals
