Level,Unit_Name,Content_Type,Content_Name,Unit_Sub_Unit_Name,Unit_Description
Fifth Grade,Unit 1: Decimal place value,Video,Ordering decimals through thousandths,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Comparing decimals in different representations,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Comparing decimals word problems,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Compare decimals through thousandths,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Order decimals,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Compare decimals word problems,Comparing decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Rounding decimals on the number line,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Worked example: Rounding decimals to nearest tenth,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Rounding decimals word problems,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Video,Decimal place value: FAQ,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Round decimals using a number line,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Round decimals,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Understand decimal rounding,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
Fifth Grade,Unit 1: Decimal place value,Lesson,Round decimals word problems,Rounding decimals,"Put on your math detective hat and dive into this unit on decimal place value. You'll learn how to locate decimals on a number line, see which ones are bigger or smaller, and round them to the nearest whole number."
